order_id,product_id,channel,units,price,discount,shipping_cost,platform_fee,return_flag,category,unit_cost,revenue,cost,profit
O0059,P001,Mobile App,1,143.98,0.3,19.46,9.09,0,Grocery,9.01,100.78599999999999,37.56,63.225999999999985
O0060,P005,Website,3,284.71,0.07,10.17,11.47,0,Beauty,40.46,794.3408999999998,143.01999999999998,651.3208999999998
O0061,P010,Mobile App,1,54.47,0.28,6.25,2.62,0,Home,61.79,39.218399999999995,70.66,-31.4416
O0062,P007,Mobile App,2,180.01,0.19,3.32,7.54,0,Fashion,64.33,291.6162,139.51999999999998,152.0962
O0063,P009,Website,1,156.71,0.18,5.06,5.98,0,Grocery,89.23,128.50220000000002,100.27000000000001,28.232200000000006
O0064,P007,Mobile App,3,187.32,0.15,11.36,2.2,0,Fashion,64.33,477.666,206.55,271.116
O0065,P009,Website,1,15.25,0.07,8.07,5.51,0,Grocery,89.23,14.1825,102.81000000000002,-88.62750000000001
O0066,P008,Mobile App,2,262.92,0.05,16.92,1.02,0,Fashion,107.33,499.548,232.6,266.948
O0067,P012,Mobile App,3,280.31,0.07,9.76,0.39,1,Grocery,32.2,782.0649,106.75000000000001,675.3149
O0068,P002,Website,4,173.89,0.06,6.48,2.03,0,Sports,194.13,653.8263999999999,785.03,-131.20360000000005
O0069,P001,Website,2,212.03,0.23,13.11,14.45,0,Grocery,9.01,326.5262,45.58,280.94620000000003
O0070,P016,Mobile App,3,277.52,0.11,14.72,8.24,0,Fashion,158.11,740.9784,497.2900000000001,243.6883999999999
O0071,P005,Mobile App,3,215.1,0.02,5.01,14.49,0,Beauty,40.46,632.3939999999999,140.88,491.5139999999999
O0072,P003,Marketplace,4,54.24,0.29,5.02,6.49,0,Fashion,167.33,154.0416,680.83,-526.7884
O0073,P012,Mobile App,1,177.12,0.27,2.66,4.68,1,Grocery,32.2,129.2976,39.54,89.7576
O0074,P008,Website,1,185.95,0.28,15.26,7.59,0,Fashion,107.33,133.884,130.18,3.7039999999999793
O0075,P003,Website,2,133.0,0.3,13.95,6.59,0,Fashion,167.33,186.2,355.2,-169.0
O0076,P001,Mobile App,4,223.57,0.05,10.54,1.58,0,Grocery,9.01,849.5659999999999,48.16,801.406
O0077,P003,Website,1,280.97,0.12,17.2,9.61,0,Fashion,167.33,247.25360000000003,194.14,53.11360000000005
O0078,P005,Mobile App,4,278.41,0.23,16.5,3.24,0,Beauty,40.46,857.5028000000001,181.58,675.9228
O0079,P015,Social Commerce,1,140.74,0.21,12.54,9.29,0,Books,93.93,111.18460000000002,115.75999999999999,-4.5753999999999735
O0080,P014,Mobile App,3,42.84,0.05,17.63,9.75,0,Beauty,76.44,122.09400000000001,256.7,-134.606
O0081,P003,Website,1,295.6,0.24,5.71,2.28,0,Fashion,167.33,224.656,175.32000000000002,49.335999999999984
O0082,P001,Mobile App,4,253.28,0.07,4.01,0.92,0,Grocery,9.01,942.2016,40.97,901.2316
O0083,P005,Mobile App,3,46.15,0.07,6.86,11.71,1,Beauty,40.46,128.75849999999997,139.95000000000002,-11.191500000000048
O0084,P014,Mobile App,3,277.04,0.16,3.03,6.9,0,Beauty,76.44,698.1408000000001,239.25,458.8908000000001
O0085,P007,Social Commerce,3,262.27,0.18,11.56,0.87,0,Fashion,64.33,645.1842,205.42000000000002,439.7642
O0086,P009,Website,4,160.46,0.17,18.86,14.92,0,Grocery,89.23,532.7272,390.70000000000005,142.0272
O0087,P015,Social Commerce,2,181.47,0.03,2.71,0.87,0,Books,93.93,352.0518,191.44000000000003,160.6118
O0088,P015,Social Commerce,2,125.71,0.26,4.2,10.43,1,Books,93.93,186.05079999999998,202.49,-16.439200000000028
O0089,P010,Website,2,25.88,0.08,10.14,14.76,0,Home,61.79,47.6192,148.48,-100.86079999999998
O0090,P013,Website,4,107.21,0.04,18.81,3.59,0,Beauty,61.97,411.68639999999994,270.28,141.40639999999996
O0091,P019,Website,3,242.83,0.27,7.69,2.13,1,Books,120.52,531.7977,371.38,160.41769999999997
O0092,P007,Website,2,11.34,0.29,11.13,1.82,0,Fashion,64.33,16.1028,141.60999999999999,-125.50719999999998
O0093,P017,Website,4,106.71,0.26,2.75,4.55,1,Sports,43.94,315.86159999999995,183.06,132.80159999999995
O0094,P020,Mobile App,2,125.47,0.24,4.67,1.52,0,Beauty,14.06,190.7144,34.31,156.4044
O0095,P004,Website,1,165.84,0.2,19.76,10.38,0,Grocery,46.41,132.672,76.55,56.122
O0096,P005,Website,2,276.76,0.17,19.37,0.93,0,Beauty,40.46,459.42159999999996,101.22000000000001,358.2015999999999
O0097,P007,Marketplace,2,110.44,0.03,2.09,7.64,0,Fashion,64.33,214.25359999999998,138.39,75.86359999999999
O0098,P013,Website,3,110.62,0.12,19.13,14.95,1,Beauty,61.97,292.0368,219.98999999999998,72.04680000000005
O0099,P015,Marketplace,4,223.88,0.11,13.5,12.21,0,Books,93.93,797.0128,401.43,395.58279999999996
O0100,P011,Website,3,141.14,0.08,17.62,9.23,0,Beauty,124.31,389.5464,399.78000000000003,-10.233600000000024
O0101,P004,Website,3,75.14,0.22,10.19,4.59,0,Grocery,46.41,175.82760000000002,154.01,21.817600000000027
O0102,P013,Mobile App,3,141.21,0.15,11.28,9.36,0,Beauty,61.97,360.08549999999997,206.55,153.53549999999996
O0103,P007,Mobile App,3,50.85,0.02,10.8,7.91,0,Fashion,64.33,149.499,211.70000000000002,-62.20100000000002
O0104,P019,Marketplace,3,61.15,0.07,14.0,6.39,1,Books,120.52,170.60849999999996,381.95,-211.34150000000002
O0105,P002,Marketplace,2,154.53,0.2,4.51,1.96,0,Sports,194.13,247.24800000000002,394.72999999999996,-147.48199999999994
O0106,P010,Marketplace,3,131.49,0.02,2.54,13.3,0,Home,61.79,386.5806,201.21,185.3706
O0107,P013,Website,3,275.31,0.26,7.54,6.75,0,Beauty,61.97,611.1882,200.2,410.98820000000006
O0108,P006,Website,4,115.09,0.15,14.68,2.92,0,Books,40.76,391.306,180.64,210.666
O0109,P012,Marketplace,1,178.37,0.14,5.63,5.52,0,Grocery,32.2,153.3982,43.35000000000001,110.0482
O0110,P012,Marketplace,2,193.36,0.18,14.12,6.21,0,Grocery,32.2,317.1104,84.73,232.3804
O0111,P020,Social Commerce,2,13.8,0.25,19.46,12.41,1,Beauty,14.06,20.700000000000003,59.989999999999995,-39.28999999999999
O0112,P011,Mobile App,2,202.43,0.1,3.69,11.0,0,Beauty,124.31,364.374,263.31,101.06400000000002
O0113,P007,Website,3,61.63,0.2,14.11,11.54,0,Fashion,64.33,147.912,218.64000000000001,-70.72800000000001
O0114,P001,Marketplace,3,288.71,0.17,9.99,0.17,0,Grocery,9.01,718.8878999999998,37.190000000000005,681.6978999999998
O0115,P001,Website,3,53.11,0.08,17.63,6.24,1,Grocery,9.01,146.5836,50.9,95.68359999999998
O0116,P020,Social Commerce,4,130.24,0.26,5.19,7.22,0,Beauty,14.06,385.5104,68.65,316.8604
O0117,P013,Marketplace,1,34.75,0.24,14.47,0.29,0,Beauty,61.97,26.41,76.73,-50.32000000000001
O0118,P009,Mobile App,3,299.09,0.2,17.09,3.9,0,Grocery,89.23,717.816,288.67999999999995,429.1360000000001
O0119,P003,Marketplace,1,155.64,0.26,19.0,11.4,0,Fashion,167.33,115.1736,197.73000000000002,-82.55640000000002
O0120,P007,Marketplace,4,182.66,0.26,14.3,2.06,0,Fashion,64.33,540.6736,273.68,266.99359999999996
O0121,P006,Website,2,29.45,0.21,10.95,8.03,0,Books,40.76,46.531,100.5,-53.969
O0122,P008,Social Commerce,3,227.49,0.25,13.12,3.23,0,Fashion,107.33,511.8525,338.34000000000003,173.5125
O0123,P009,Mobile App,1,70.87,0.21,17.64,0.18,0,Grocery,89.23,55.987300000000005,107.05000000000001,-51.06270000000001
O0124,P005,Marketplace,1,270.44,0.2,12.27,3.62,1,Beauty,40.46,216.352,56.35,160.002
O0125,P001,Website,3,69.49,0.19,2.55,14.64,0,Grocery,9.01,168.86069999999998,44.22,124.64069999999998
O0126,P019,Marketplace,2,65.3,0.23,18.76,12.02,0,Books,120.52,100.562,271.82,-171.25799999999998
O0127,P010,Website,2,20.6,0.05,14.41,14.39,0,Home,61.79,39.14,152.38,-113.24
O0128,P012,Website,2,146.9,0.26,14.18,7.32,0,Grocery,32.2,217.412,85.9,131.512
O0129,P015,Social Commerce,4,173.8,0.26,5.88,1.65,0,Books,93.93,514.448,383.25,131.19799999999998
O0130,P009,Website,1,29.06,0.01,13.86,8.22,0,Grocery,89.23,28.769399999999997,111.31,-82.54060000000001
O0131,P020,Website,1,234.9,0.25,9.09,6.82,0,Beauty,14.06,176.175,29.97,146.205
O0132,P017,Social Commerce,1,141.45,0.04,13.72,12.67,0,Sports,43.94,135.79199999999997,70.33,65.46199999999997
O0133,P017,Social Commerce,4,162.07,0.1,3.92,1.47,0,Sports,43.94,583.452,181.14999999999998,402.302
O0134,P020,Mobile App,1,137.82,0.22,13.84,7.32,0,Beauty,14.06,107.4996,35.22,72.2796
O0135,P012,Mobile App,4,126.22,0.05,19.99,2.25,0,Grocery,32.2,479.63599999999997,151.04000000000002,328.59599999999995
O0136,P007,Mobile App,2,172.3,0.25,2.87,4.87,0,Fashion,64.33,258.45000000000005,136.4,122.05000000000004
O0137,P002,Website,3,55.02,0.25,19.59,11.06,0,Sports,194.13,123.795,613.04,-489.24499999999995
O0138,P003,Website,1,62.76,0.15,9.32,7.14,0,Fashion,167.33,53.346,183.79,-130.444
O0139,P017,Mobile App,1,259.92,0.0,17.67,5.64,0,Sports,43.94,259.92,67.25,192.67000000000002
O0140,P005,Marketplace,2,284.37,0.09,16.08,5.92,0,Beauty,40.46,517.5534,102.92,414.6334
O0141,P017,Marketplace,3,118.26,0.19,12.21,6.89,0,Sports,43.94,287.37180000000006,150.92,136.45180000000008
O0142,P017,Marketplace,4,88.52,0.29,15.29,11.78,0,Sports,43.94,251.39679999999998,202.82999999999998,48.5668
O0143,P017,Website,3,196.76,0.19,17.81,13.38,0,Sports,43.94,478.1268,163.01,315.1168
O0144,P002,Mobile App,2,128.53,0.08,9.27,14.33,1,Sports,194.13,236.4952,411.85999999999996,-175.36479999999995
O0145,P002,Website,2,17.36,0.19,7.89,11.8,1,Sports,194.13,28.1232,407.95,-379.8268
O0146,P005,Mobile App,3,55.28,0.16,14.02,4.73,1,Beauty,40.46,139.3056,140.13,-0.8243999999999971
O0147,P001,Mobile App,4,217.63,0.23,16.54,10.32,0,Grocery,9.01,670.3004,62.9,607.4004
O0148,P001,Marketplace,4,201.09,0.03,15.72,6.56,0,Grocery,9.01,780.2292,58.32,721.9091999999999
O0149,P019,Website,1,17.86,0.23,16.36,3.82,1,Books,120.52,13.7522,140.7,-126.94779999999999
O0150,P002,Website,4,74.37,0.16,9.84,12.61,0,Sports,194.13,249.88320000000002,798.97,-549.0868
O0151,P012,Website,3,77.01,0.29,16.72,0.58,0,Grocery,32.2,164.03130000000002,113.9,50.13130000000001
O0152,P006,Marketplace,2,204.85,0.1,4.16,13.53,0,Books,40.76,368.73,99.21,269.52000000000004
O0153,P004,Mobile App,1,15.72,0.19,11.8,6.92,0,Grocery,46.41,12.733200000000002,65.13,-52.39679999999999
O0154,P011,Website,1,40.19,0.28,2.1,9.56,1,Beauty,124.31,28.936799999999998,135.97,-107.0332
O0155,P017,Website,2,241.98,0.03,7.84,9.89,0,Sports,43.94,469.4412,105.61,363.83119999999997
O0156,P006,Marketplace,4,61.78,0.28,8.6,13.43,0,Books,40.76,177.9264,185.07,-7.143599999999992
O0157,P005,Website,2,199.3,0.21,9.13,9.55,0,Beauty,40.46,314.894,99.6,215.294
O0158,P020,Marketplace,4,79.07,0.02,14.52,9.21,0,Beauty,14.06,309.95439999999996,79.97,229.98439999999997
O0159,P002,Marketplace,2,38.84,0.09,8.99,1.0,0,Sports,194.13,70.68880000000001,398.25,-327.5612
O0160,P006,Website,3,80.52,0.21,10.08,7.78,0,Books,40.76,190.8324,140.14000000000001,50.69239999999999
O0161,P011,Website,4,219.46,0.02,6.28,2.25,0,Beauty,124.31,860.2832,505.77,354.5132
O0162,P016,Social Commerce,3,258.15,0.17,8.72,11.06,1,Fashion,158.11,642.7934999999999,494.11000000000007,148.6834999999998
O0163,P016,Website,1,250.76,0.1,6.09,7.68,0,Fashion,158.11,225.684,171.88000000000002,53.803999999999974
O0164,P001,Website,2,125.18,0.19,3.32,10.2,0,Grocery,9.01,202.79160000000002,31.54,171.25160000000002
O0165,P009,Marketplace,1,203.74,0.01,12.86,0.63,0,Grocery,89.23,201.70260000000002,102.72,98.98260000000002
O0166,P006,Social Commerce,1,69.45,0.26,14.03,1.27,0,Books,40.76,51.393,56.06,-4.667000000000002
O0167,P016,Social Commerce,1,95.01,0.29,13.15,10.74,0,Fashion,158.11,67.4571,182.00000000000003,-114.54290000000003
O0168,P003,Marketplace,1,269.94,0.29,10.34,1.08,0,Fashion,167.33,191.6574,178.75000000000003,12.907399999999967
O0169,P020,Website,2,13.77,0.22,8.84,1.07,0,Beauty,14.06,21.4812,38.03,-16.5488
O0170,P004,Website,1,34.8,0.04,17.54,0.18,0,Grocery,46.41,33.407999999999994,64.13,-30.722
O0171,P019,Marketplace,2,70.29,0.23,11.34,14.35,1,Books,120.52,108.24660000000002,266.73,-158.48340000000002
O0172,P003,Mobile App,2,17.69,0.01,10.63,11.06,0,Fashion,167.33,35.0262,356.35,-321.3238
O0173,P019,Mobile App,3,62.62,0.01,2.46,5.3,0,Books,120.52,185.98139999999998,369.32,-183.3386
O0174,P020,Social Commerce,4,179.08,0.1,8.14,4.45,0,Beauty,14.06,644.6880000000001,68.83,575.8580000000001
O0175,P007,Website,4,132.21,0.15,8.84,5.25,0,Fashion,64.33,449.514,271.40999999999997,178.10400000000004
O0176,P020,Mobile App,2,268.87,0.23,9.18,11.62,0,Beauty,14.06,414.0598,48.919999999999995,365.1398
O0177,P009,Website,3,247.06,0.2,12.44,9.92,1,Grocery,89.23,592.9440000000001,290.05,302.89400000000006
O0178,P001,Mobile App,2,109.13,0.13,11.6,2.78,1,Grocery,9.01,189.8862,32.4,157.4862
O0179,P008,Website,2,85.23,0.08,12.94,2.61,0,Fashion,107.33,156.8232,230.21,-73.3868
O0180,P007,Website,2,120.11,0.3,15.77,1.48,1,Fashion,64.33,168.154,145.91,22.244
O0181,P018,Website,3,181.19,0.13,16.63,9.9,0,Books,105.28,472.9058999999999,342.37,130.5358999999999
O0182,P008,Mobile App,4,87.74,0.14,14.93,11.47,0,Fashion,107.33,301.82559999999995,455.72,-153.89440000000008
O0183,P001,Marketplace,3,191.0,0.05,19.2,3.98,0,Grocery,9.01,544.35,50.21,494.14000000000004
O0184,P011,Mobile App,1,128.73,0.24,2.33,0.31,1,Beauty,124.31,97.83479999999999,126.95,-29.115200000000016
O0185,P018,Social Commerce,3,170.09,0.21,5.52,1.23,0,Books,105.28,403.1133,322.59000000000003,80.52329999999995
O0186,P010,Website,3,136.48,0.07,2.14,14.52,0,Home,61.79,380.77919999999995,202.03,178.74919999999995
O0187,P003,Website,3,95.4,0.02,13.65,4.43,0,Fashion,167.33,280.47600000000006,520.0699999999999,-239.59399999999988
O0188,P007,Marketplace,3,285.05,0.2,18.16,11.54,0,Fashion,64.33,684.1200000000001,222.69,461.4300000000001
O0189,P016,Website,4,231.45,0.2,6.38,9.37,0,Fashion,158.11,740.64,648.19,92.44999999999993
O0190,P016,Social Commerce,1,50.63,0.08,18.69,5.73,1,Fashion,158.11,46.579600000000006,182.53,-135.9504
O0191,P020,Website,4,261.86,0.29,3.08,3.09,0,Beauty,14.06,743.6824,62.41,681.2724000000001
O0192,P017,Social Commerce,4,151.36,0.05,18.82,1.82,0,Sports,43.94,575.168,196.39999999999998,378.76800000000003
O0193,P002,Website,3,269.42,0.13,8.33,9.23,1,Sports,194.13,703.1862,599.95,103.23619999999994
O0194,P001,Marketplace,2,241.96,0.28,3.83,11.62,0,Grocery,9.01,348.4224,33.47,314.9524
O0195,P016,Mobile App,2,133.31,0.13,10.75,9.66,1,Fashion,158.11,231.95940000000002,336.63000000000005,-104.67060000000004
O0196,P012,Social Commerce,4,16.52,0.19,6.62,7.95,0,Grocery,32.2,53.5248,143.37,-89.8452
O0197,P005,Website,4,87.92,0.12,7.13,0.63,0,Beauty,40.46,309.4784,169.6,139.87840000000003
O0198,P005,Mobile App,3,167.07,0.08,7.53,14.53,0,Beauty,40.46,461.1132,143.44,317.6732
O0199,P009,Social Commerce,4,193.71,0.3,16.45,11.98,1,Grocery,89.23,542.388,385.35,157.038
O0200,P009,Mobile App,3,84.79,0.12,11.7,4.39,0,Grocery,89.23,223.84560000000002,283.78,-59.934399999999954
O0201,P003,Mobile App,2,50.41,0.27,7.6,14.7,0,Fashion,167.33,73.59859999999999,356.96000000000004,-283.36140000000006
O0202,P019,Mobile App,2,252.13,0.07,12.99,9.03,0,Books,120.52,468.9618,263.06,205.90179999999998
O0203,P016,Mobile App,1,295.48,0.06,14.89,8.74,0,Fashion,158.11,277.7512,181.74,96.01119999999997
O0204,P016,Mobile App,2,162.45,0.01,6.91,11.22,0,Fashion,158.11,321.65099999999995,334.3500000000001,-12.699000000000126
O0205,P003,Mobile App,4,59.79,0.2,9.44,12.18,0,Fashion,167.33,191.328,690.94,-499.6120000000001
O0206,P020,Social Commerce,2,88.97,0.11,4.19,9.85,1,Beauty,14.06,158.3666,42.160000000000004,116.20660000000001
O0207,P001,Website,3,15.33,0.26,5.26,1.92,0,Grocery,9.01,34.0326,34.21,-0.17739999999999867
O0208,P020,Website,2,275.15,0.14,14.26,5.07,0,Beauty,14.06,473.258,47.45,425.808
O0209,P011,Social Commerce,1,44.15,0.29,5.27,13.92,0,Beauty,124.31,31.3465,143.5,-112.15350000000001
O0210,P017,Marketplace,2,177.19,0.06,11.45,3.37,1,Sports,43.94,333.11719999999997,102.7,230.41719999999998
O0211,P008,Mobile App,3,89.48,0.26,14.76,5.58,0,Fashion,107.33,198.6456,342.33,-143.68439999999998
O0212,P004,Mobile App,3,170.71,0.23,3.92,6.48,0,Grocery,46.41,394.3401,149.62999999999997,244.71010000000004
O0213,P006,Website,4,198.91,0.23,12.21,6.59,0,Books,40.76,612.6428,181.84,430.80279999999993
O0214,P008,Website,2,250.63,0.25,6.62,9.19,0,Fashion,107.33,375.945,230.47,145.475
O0215,P020,Mobile App,3,69.86,0.23,19.33,14.15,0,Beauty,14.06,161.3766,75.66,85.7166
O0216,P003,Website,1,13.19,0.19,10.7,3.61,0,Fashion,167.33,10.6839,181.64000000000001,-170.95610000000002
O0217,P016,Mobile App,4,49.7,0.04,16.51,1.82,0,Fashion,158.11,190.848,650.7700000000001,-459.9220000000001
O0218,P003,Website,1,271.01,0.01,11.9,2.96,0,Fashion,167.33,268.2999,182.19000000000003,86.10989999999995
O0219,P018,Social Commerce,2,263.43,0.28,2.78,13.3,0,Books,105.28,379.3392,226.64000000000001,152.6992
O0220,P014,Social Commerce,2,183.25,0.18,13.4,9.69,0,Beauty,76.44,300.53000000000003,175.97,124.56000000000003
O0221,P018,Mobile App,2,184.15,0.24,19.13,4.29,0,Books,105.28,279.908,233.98,45.928000000000026
O0222,P002,Mobile App,4,202.86,0.14,12.83,12.24,0,Sports,194.13,697.8384000000001,801.59,-103.75159999999994
O0223,P003,Website,3,60.86,0.04,16.75,12.92,0,Fashion,167.33,175.27679999999998,531.66,-356.3832
O0224,P016,Marketplace,4,275.18,0.04,17.92,12.7,0,Fashion,158.11,1056.6912,663.0600000000001,393.6311999999999
O0225,P009,Mobile App,1,131.44,0.21,6.11,13.78,0,Grocery,89.23,103.83760000000001,109.12,-5.2823999999999955
O0226,P004,Website,4,121.11,0.13,5.82,3.78,0,Grocery,46.41,421.4628,195.23999999999998,226.22280000000003
O0227,P001,Social Commerce,1,160.49,0.06,13.0,11.33,0,Grocery,9.01,150.8606,33.339999999999996,117.5206
O0228,P004,Marketplace,4,23.62,0.15,9.4,6.91,0,Grocery,46.41,80.308,201.95,-121.64199999999998
O0229,P001,Social Commerce,3,58.22,0.02,17.12,12.63,0,Grocery,9.01,171.1668,56.78000000000001,114.3868
O0230,P014,Marketplace,1,224.03,0.17,18.2,10.93,0,Beauty,76.44,185.9449,105.57,80.3749
O0231,P016,Mobile App,2,34.01,0.08,8.36,11.65,0,Fashion,158.11,62.5784,336.23,-273.65160000000003
O0232,P020,Mobile App,2,184.91,0.24,6.26,9.84,0,Beauty,14.06,281.0632,44.22,236.8432
O0233,P008,Social Commerce,4,81.15,0.09,16.05,2.66,0,Fashion,107.33,295.386,448.03000000000003,-152.644
O0234,P007,Marketplace,2,122.9,0.14,6.95,8.18,0,Fashion,64.33,211.388,143.79,67.59800000000001
O0235,P003,Website,1,93.72,0.0,16.81,14.77,0,Fashion,167.33,93.72,198.91000000000003,-105.19000000000003
O0236,P017,Website,2,113.15,0.02,9.63,14.06,1,Sports,43.94,221.774,111.57,110.20400000000001
